case_id,phone_hash,bank_hash,upi_hash,sim_hash,vehicle_hash,weapon_type,digital_artifact_hash
"KA-202602-064959","PH-FAD197DB61","","","","VH-94BF9AD132","",""
"KA-202602-064962","PH-58D3372FAE","","","","VH-A7E1C601B0","",""
"KA-202602-064965","PH-BD6DF46561","","","","VH-CE56E65B92","",""
"KA-202602-064968","PH-C2EA8A18D9","","","","VH-C355739E09","",""
"KA-202602-064971","PH-D9597964C1","","","","VH-C86ED91569","",""
"KA-202602-064974","PH-891D8ACBDF","","","","VH-E207BAC191","",""
"KA-202602-064977","PH-DF2F72AB26","","","","VH-2CD291B328","",""
"KA-202602-064980","PH-5979ED36D8","","","","VH-9B0615DC3E","",""
"KA-202602-064983","PH-B45E0EB7C0","","","","VH-0E5AB5D9F4","",""
"KA-202602-064986","PH-8FD90449A1","","","","VH-E2CDACD505","",""
"KA-202602-064989","PH-3456E4DEF3","","","","VH-8A30EA09DA","",""
"KA-202602-064992","PH-7C836ABA1E","","","","VH-23542252C7","",""
"KA-202602-064995","PH-F5472874BD","","","","VH-62F3415050","",""
"KA-202602-064998","PH-62DF62DFE6","","","","VH-3B300AA2E7","",""
"KA-202602-065001","PH-E99CF7FBBA","","","","VH-A06134B663","",""
"KA-202602-065004","PH-83106897D1","","","","VH-F408AEDEF4","",""
"KA-202602-065007","PH-04D6A54251","","","","VH-D51C9654B3","",""
"KA-202602-065010","PH-AFD4D87F00","","","","VH-21E06CC6B8","",""
"KA-202602-065013","PH-69CF544E54","","","","VH-F1B1AEAA35","",""
"KA-202602-065016","PH-4D47069DDA","","","","VH-5941473D2A","",""
"KA-202602-065019","PH-CAA123EBBB","","","","VH-E47B5D6B66","",""
"KA-202602-065022","PH-A11607341C","","","","VH-05D6D1A296","",""
"KA-202602-065025","PH-A6B52E0E38","","","","VH-58D21BACCE","",""
"KA-202602-065028","PH-1D5890A5C0","","","","VH-959FE32A02","",""
"KA-202602-065031","PH-B90D73CF2A","","","","VH-035606081C","",""
"KA-202602-065034","PH-5137BEA5A0","","","","VH-B5E94CCBC8","",""
"KA-202602-065037","PH-AC73DB28BF","","","","VH-8E9522CB96","",""
"KA-202602-065040","PH-6C360B09AF","","","","VH-9CB723F216","",""
"KA-202602-065043","PH-52B5D726C3","","","","VH-E026B3E8F6","",""
"KA-202602-065046","PH-3D0DF22E8F","","","","VH-531B1CA2C4","",""
"KA-202602-065049","PH-82008EFE0D","","","","VH-D18455994C","",""
"KA-202602-065052","PH-93ADD8EB7A","","","","VH-64ECB99317","",""
"KA-202602-065055","PH-D2B7311C23","","","","VH-9B4733D378","",""
"KA-202602-065058","PH-E9C0033662","","","","VH-64EB2AE621","",""
"KA-202602-065061","PH-9172432ABB","","","","VH-C2A35825A4","",""
"KA-202602-065064","PH-A92FC25797","","","","VH-08E65D72FB","",""
"KA-202602-065067","PH-CAD2FBCC19","","","","VH-A74F192F04","",""
"KA-202602-065070","PH-5CF2078A28","","","","VH-1BFF426E2D","",""
"KA-202602-065073","PH-D6FF6A2E00","","","","VH-3A3CFD32DD","",""
"KA-202602-065076","PH-A8DFCC56F7","","","","VH-3502C3B6C7","",""
"KA-202602-065079","PH-3EBD9EBE67","","","","VH-15E7220FC6","",""
"KA-202602-065082","PH-59C6E31C28","","","","VH-B0E34D103B","",""
"KA-202602-065085","PH-7250FF5767","","","","VH-444ABEFBA7","",""
"KA-202602-065088","PH-E7C0BD71AE","","","","VH-66DEA49B26","",""
"KA-202602-065091","PH-988DCA1DBC","","","","VH-1C9C60BFE6","",""
"KA-202602-065094","PH-7DAD5D04E3","","","","VH-E26180502D","",""
"KA-202602-065097","PH-77486BAF03","","","","VH-7A45C98136","",""
"KA-202602-065100","PH-E0CDE5ACDC","","","","VH-509068FB03","",""
"KA-202602-065103","PH-06E3AAD1AD","","","","VH-36D951B5F1","",""
"KA-202602-065106","PH-AE34E7B3A8","","","","VH-49E9FAB9C6","",""
"KA-202602-065109","PH-6418786B7B","","","","VH-414839A01E","",""
"KA-202602-065112","PH-805AFEA58E","","","","VH-6CE708E4CB","",""
"KA-202602-065115","PH-4AA2ED606A","","","","VH-9C80F1C3E5","",""
"KA-202602-065118","PH-6F9D5BCE28","","","","VH-EFE28465B4","",""
"KA-202602-065121","PH-5129AE8C38","","","","VH-D7D21C7033","",""
"KA-202602-065124","PH-9FE4E4C4C1","","","","VH-8E05AA2450","",""
"KA-202602-065127","PH-827C9EE6EF","","","","VH-F197998C7F","",""
"KA-202602-065130","PH-61C0EA0FAA","","","","VH-A4EC757188","",""
"KA-202602-065133","PH-6F747B3F73","","","","VH-7D5C794422","",""
"KA-202602-065136","PH-BF7D1C6EB6","","","","VH-39EE4D2B94","",""
"KA-202602-065139","PH-B1729AD0C0","","","","VH-C9B9EAFD15","",""
"KA-202602-065142","PH-C383F43D3D","","","","VH-CD57A44B35","",""
"KA-202602-065145","PH-8C78BF6238","","","","VH-92B78F57E4","",""
"KA-202602-065148","PH-F068B08C77","","","","VH-E5C87A85A3","",""
"KA-202602-065151","PH-D06FA4D5E5","","","","VH-728F5788FF","",""
"KA-202602-065154","PH-35887D6DFA","","","","VH-010A5797B3","",""
"KA-202602-065157","PH-9CAB91634B","","","","VH-C34497A19C","",""
"KA-202602-065160","PH-193A303DAE","","","","VH-75448A2417","",""
"KA-202602-065163","PH-5DD679EFA5","","","","VH-3C96FBA003","",""
"KA-202602-065166","PH-AD60ED5F99","","","","VH-A8BA04D6C9","",""
"KA-202602-065169","PH-ADDA63DE5B","","","","VH-DBF2CB3BF2","",""
"KA-202602-065172","PH-B08DB7EDB5","","","","VH-5B49F8A5D5","",""
"KA-202602-065175","PH-33CBEDF6EE","","","","VH-E8641573BF","",""
"KA-202602-065178","PH-2B642647EB","","","","VH-19EAD670A8","",""
"KA-202602-065181","PH-A7A0420A16","","","","VH-836E27CCBF","",""
"KA-202602-065184","PH-040F9EB213","","","","VH-26DE0EA05C","",""
"KA-202602-065187","PH-F89559CC88","","","","VH-AC5E11694F","",""
"KA-202602-065190","PH-584C3C36B1","","","","VH-A240FAF011","",""
"KA-202602-065193","PH-CBFC7F35BB","","","","VH-B9BAF35F47","",""
"KA-202602-065196","PH-1E1F00A9DE","","","","VH-5753A2B72F","",""
"KA-202602-065199","PH-DE071ECD12","","","","VH-2BAAE6BC57","",""
"KA-202602-065202","PH-4D864FB0F9","","","","VH-FD0BF34AA8","",""
"KA-202602-065205","PH-C1D9DEA48D","","","","VH-7EC8A68AB1","",""
"KA-202602-065208","PH-5C192B0F57","","","","VH-89F1A4B1EC","",""
"KA-202602-065211","PH-50F8CD8A0B","","","","VH-06AD2953AC","",""
"KA-202602-065214","PH-D0C4507C61","","","","VH-D9F5CD8971","",""
"KA-202602-065217","PH-FB64E8B057","","","","VH-251D2537A5","",""
"KA-202602-065220","PH-AE45DDA99E","","","","VH-9A654A09FE","",""
"KA-202602-065223","PH-C0CE94FC08","","","","VH-8302E10172","",""
"KA-202602-065226","PH-892F3120E4","","","","VH-7D8FF6F0E6","",""
"KA-202602-065229","PH-679B85EC6D","","","","VH-5F7838876E","",""
"KA-202602-065232","PH-D910F565C8","","","","VH-5C7CBBA2CF","",""
"KA-202602-065235","PH-8FB411F2F8","","","","VH-E2AFF176E4","",""
"KA-202602-065238","PH-F33203018C","","","","VH-DD6C22BF2E","",""
"KA-202602-065241","PH-3F1C864969","","","","VH-C9C09D367F","",""
"KA-202602-065244","PH-2913971CF2","","","","VH-CC2A4B1118","",""
"KA-202602-065247","PH-20B26A15B1","","","","VH-44B9F7E5C1","",""
"KA-202602-065250","PH-A429173F3B","","","","VH-6B7BA864D5","",""
"KA-202602-065253","PH-D59A8DE98F","","","","VH-5771B19959","",""
"KA-202602-065256","PH-7937213839","","","","VH-5ED5AA4E2B","",""
"KA-202602-065259","PH-6EE9F3987C","","","","VH-8B1F5C7A9A","",""
"KA-202602-065262","PH-8094E0B992","","","","VH-C9BA2634BF","",""
"KA-202602-065265","PH-036DF9A6A5","","","","VH-80769EBBED","",""
"KA-202602-065268","PH-44DEAC4075","","","","VH-7DF968C4A5","",""
"KA-202602-065271","PH-E75535EBA1","","","","VH-A793517F6E","",""
"KA-202602-065274","PH-5DD706EAC3","","","","VH-FA678636E8","",""
"KA-202602-065277","PH-FD0AD69925","","","","VH-22FC0FA69A","",""
"KA-202602-065280","PH-39A57954D4","","","","VH-0946DFC3FD","",""
"KA-202602-065283","PH-8A2AFC7952","","","","VH-12B5163697","",""
"KA-202602-065286","PH-809523BB92","","","","VH-B5F667428C","",""
"KA-202602-065289","PH-4238A6598F","","","","VH-E997D12C22","",""
"KA-202602-065292","PH-FB534F20C9","","","","VH-1F8EC1E666","",""
"KA-202602-065295","PH-CF58D7AE5C","","","","VH-4F8C5B66FC","",""
"KA-202602-065298","PH-345DEF424A","","","","VH-982AF108F0","",""
"KA-202602-065301","PH-DDC1B0FFF8","","","","VH-9C5E69949C","",""
"KA-202602-065304","PH-0BDED16D2F","","","","VH-AE5A35BACA","",""
"KA-202602-065307","PH-E0E9B8D36E","","","","VH-D9645B44F5","",""
"KA-202602-065310","PH-239A013369","","","","VH-C4EC5A4E3D","",""
"KA-202602-065313","PH-732D19D5CA","","","","VH-2C61A882CE","",""
"KA-202602-065316","PH-55E66D18E0","","","","VH-639CC40E50","",""
"KA-202602-065319","PH-F369106C37","","","","VH-1DAAB3FD92","",""
"KA-202602-065322","PH-55735F089F","","","","VH-9E4DCAC9CE","",""
"KA-202602-065325","PH-1F27ECDC61","","","","VH-80F47E8E49","",""
"KA-202602-065328","PH-8A92D6D116","","","","VH-83506CA4D5","",""
"KA-202602-065331","PH-D2A75DBB7A","","","","VH-949D0AA519","",""
"KA-202602-065334","PH-F0C3202162","","","","VH-0182451566","",""
"KA-202602-065337","PH-6A56DA5BD1","","","","VH-B55F00BC37","",""
"KA-202602-065340","PH-9152A6B5C7","","","","VH-C46A0CF332","",""
"KA-202602-065343","PH-BC6DF29E09","","","","VH-251CB3E269","",""
"KA-202602-065346","PH-6392B7E084","","","","VH-7E302A8747","",""
"KA-202602-065349","PH-A851AAEF66","","","","VH-72588A7BCB","",""
"KA-202602-065352","PH-00BA2282B7","","","","VH-AC875805E2","",""
"KA-202602-065355","PH-2A44701AF8","","","","VH-0964CC76AF","",""
"KA-202602-065358","PH-1375277EB6","","","","VH-4613E9743C","",""
"KA-202602-065361","PH-7ED92F0CCE","","","","VH-2D1BCD07B4","",""
"KA-202602-065364","PH-315D351A10","","","","VH-EF4C90A32B","",""
"KA-202602-065367","PH-D3088E4A10","","","","VH-6D7BFD8C00","",""
"KA-202602-065370","PH-4E29AC5D35","","","","VH-27ED072886","",""
"KA-202603-065373","PH-BB89C895D4","BK-3C5545133E","UPI-6145A1C950","SIM-B26922B1CA","","","DA-310B6D5C6C"
"KA-202603-065376","PH-5812C5F8E2","BK-A4CD43E2CB","UPI-ECEE826E88","SIM-04D08250B7","","","DA-29F45C9447"
"KA-202603-065379","PH-E92D512333","BK-D183656B16","UPI-55B037878F","SIM-C7846E90C6","","","DA-C6011EA699"
"KA-202603-065382","PH-E673C6217B","BK-70811BC2C7","UPI-8AF9C40E52","SIM-D87052E2ED","","","DA-EE66301112"
"KA-202603-065385","PH-C4866CA19E","BK-5C44F8E038","UPI-DE16CC2F92","SIM-B7CC13A01A","","","DA-4561E2797E"
"KA-202603-065388","PH-3BB5C07731","BK-70A6EABD86","UPI-FED30BAAD7","SIM-726456B092","","","DA-E964A5B5F5"
"KA-202603-065391","PH-537D424FC8","BK-1A96EBF134","UPI-CC6166DCB4","SIM-C8447AF747","","","DA-1625E0A02E"
"KA-202603-065394","PH-0C99E576BF","BK-5FC9372DF5","UPI-3319A1BA8E","SIM-9349FA9847","","","DA-F76E6EDACF"
"KA-202603-065397","PH-9CEE4E4221","BK-937A2FB594","UPI-64AE48662C","SIM-7816A1AF61","","","DA-5516375D0E"
"KA-202603-065400","PH-28362003B8","BK-BBD4420DFA","UPI-0AD1D34587","SIM-CB284253E0","","","DA-037838BE75"
"KA-202603-065403","PH-B558BA91FF","BK-D3D4986B47","UPI-463EDEB346","SIM-E788221402","","","DA-3242C1EFF4"
"KA-202603-065406","PH-1E0845CBB8","BK-A041CE7F40","UPI-4E0991AD01","SIM-25A8DA3504","","","DA-7C8F72ACBE"
"KA-202603-065409","PH-54A2B15D2A","BK-3A1908E6E0","UPI-37B09CE9AF","SIM-3311EC0A0E","","","DA-1895850CCA"
"KA-202603-065412","PH-3C4CABD618","BK-458D4FB289","UPI-0B6869A00B","SIM-7B8E9CEA52","","","DA-B6150540BD"
"KA-202603-065415","PH-90F7041647","BK-B4059DBBD2","UPI-0DB80F16F6","SIM-6CF7D466D7","","","DA-2E8F597083"
"KA-202603-065418","PH-9409C89B2E","BK-ACF492541F","UPI-FCA3A80B15","SIM-F116B509C1","","","DA-55F54CE57C"
"KA-202603-065421","PH-BD185B78FB","BK-BA23BD6B65","UPI-7C90E2AFB8","SIM-C1E8E9B265","","","DA-6A78D03C8A"
"KA-202603-065424","PH-0F3373766A","BK-2EDA807147","UPI-3F4EDDB2F0","SIM-B2F9CA024A","","","DA-2E729CAF54"
"KA-202603-065427","PH-0DC4BCE73F","BK-985B07A873","UPI-A63C9CB9AE","SIM-AF3FFAF1A8","","","DA-F9C2CC9B69"
"KA-202603-065430","PH-C441BF1835","BK-8454C6A976","UPI-7F94E75C09","SIM-D0E5E8F215","","","DA-2D8ED00132"
"KA-202603-065433","PH-CA18AB2FB5","BK-966203D43C","UPI-D59E415BFD","SIM-F173617FFB","","","DA-7B5ABF85D2"
"KA-202603-065436","PH-A55CA0012A","BK-0EB11B2F1E","UPI-310BE18D84","SIM-F936F0AA8C","","","DA-C581DE06F6"
"KA-202603-065439","PH-FD157277F2","BK-54EF0BEC6D","UPI-728EC7693D","SIM-A67949DC61","","","DA-14BD0A2028"
"KA-202603-065442","PH-B0440D5A61","BK-530F3C342A","UPI-F2DE04F634","SIM-B7DF627533","","","DA-5BEF80FB45"
"KA-202603-065445","PH-23FA0A87F7","BK-530ADA840B","UPI-F4642E109B","SIM-D2C435C61F","","","DA-19E10B97CD"
"KA-202603-065448","PH-80E674DBA1","BK-104F888F04","UPI-D24358B108","SIM-D712556D47","","","DA-09825CCFD6"
"KA-202603-065451","PH-5C959EB368","BK-263FC3C7A7","UPI-D741940DE1","SIM-D6EBB3FFD4","","","DA-511C4E6759"
"KA-202603-065454","PH-3BD6FEF9DE","BK-AB80377C9C","UPI-469DD0FCDD","SIM-DF7380E456","","","DA-D3F29ECC88"
"KA-202603-065457","PH-44EFD305F2","BK-67905C8C3E","UPI-C292D8A993","SIM-05F7229C7F","","","DA-F5E716D0C4"
"KA-202603-065460","PH-DD855F5C7B","BK-B97FCD525C","UPI-49943B2E11","SIM-8693DAFD63","","","DA-169DCE4803"
"KA-202603-065463","PH-A8C46D8A25","BK-DD8159FBC4","UPI-21F4D0FE56","SIM-EC08ADDE18","","","DA-B39EE1C555"
"KA-202603-065466","PH-92AB7CE893","BK-46BA8E6936","UPI-B3A7E80D00","SIM-C6FD0603F9","","","DA-0B96BAFEC3"
"KA-202603-065469","PH-623A913964","BK-7A0C126F5C","UPI-2069ADB140","SIM-FDA526BBFA","","","DA-C5426E184E"
"KA-202603-065472","PH-9D20F70BA7","BK-C9765AF4FB","UPI-1156FC2D71","SIM-551CE86F9D","","","DA-5D50056D7F"
"KA-202603-065475","PH-0A8CCAFE6F","BK-51947481A1","UPI-91DDF32965","SIM-A52D6ECE9B","","","DA-AA7B0FCD53"
"KA-202603-065478","PH-E81B44D15E","BK-3D315BC025","UPI-686BE54542","SIM-1C08B0374B","","","DA-66D7A442C0"
"KA-202603-065481","PH-515CD30503","BK-781D8571C1","UPI-4B61B3259F","SIM-5725FCA2A0","","","DA-30C283C6F2"
"KA-202603-065484","PH-FC0DE7692D","BK-3A63F5F1B6","UPI-A0564F7A9E","SIM-10D67897E9","","","DA-3D8C0A9A11"
"KA-202603-065487","PH-7CA8E92816","BK-AEA2A0B39A","UPI-18E71DE3C9","SIM-065C7C8221","","","DA-FD352965D0"
"KA-202603-065490","PH-561DB4D76E","BK-0F1BDC59F3","UPI-00B102745C","SIM-7F5DA159BB","","","DA-E20D0F0154"
"KA-202603-065493","PH-B2F4C49231","BK-9B5B43CC55","UPI-520350A5EE","SIM-67DC04083A","","","DA-6EAD180711"
"KA-202603-065496","PH-F2AA0908E7","BK-7874136CAC","UPI-0DE2021B13","SIM-B903865BCC","","","DA-EC0C50C36F"
"KA-202603-065499","PH-C74AE5272C","BK-30F54F9353","UPI-6B7D68264B","SIM-92CFAB0B04","","","DA-D81EA2880D"
"KA-202603-065502","PH-494532CC56","BK-AF100BD320","UPI-D0D6ED058F","SIM-1A24133B31","","","DA-2E24989BC1"
"KA-202603-065505","PH-176251ADB6","BK-09A830EC4B","UPI-0007C46596","SIM-9B539F15E7","","","DA-C775990FC4"
"KA-202603-065508","PH-1641D530D9","BK-C4207A18A2","UPI-A460DFC119","SIM-26E9A7F7C3","","","DA-09D1365E15"
"KA-202603-065511","PH-8123CB6E23","BK-3A6EAA1105","UPI-5E50B10DEE","SIM-D4899AAC45","","","DA-48D98089FB"
"KA-202603-065514","PH-AA877BB7A9","BK-D9E757FE78","UPI-B7E1B8EF1A","SIM-C5EB920A33","","","DA-EEEFCA3874"
"KA-202603-065517","PH-25DB4B11F4","BK-ABC4AAC5F8","UPI-7C3128DEBE","SIM-B67C3F1563","","","DA-074BCC68E2"
"KA-202603-065520","PH-61D2E437CD","BK-852FBA9C4D","UPI-165BCF2DC3","SIM-24E34DBEC1","","","DA-EC4EC917AE"
"KA-202603-065523","PH-DB730CB703","BK-AE35E66E8B","UPI-C3849797BB","SIM-6CEF63FF0E","","","DA-4D7811D2CE"
"KA-202603-065526","PH-3EB663D19F","BK-CA6D15174B","UPI-D8952638F5","SIM-C3B5B8182F","","","DA-CEC531363C"
"KA-202603-065529","PH-11EE21B73B","BK-0722DC38EF","UPI-68204B8FD8","SIM-EA41CA2A84","","","DA-F83AEDD80F"
"KA-202603-065532","PH-8348E10FA4","BK-C22E282D41","UPI-6AA7D66286","SIM-C8D00FAF40","","","DA-54639CBBFD"
"KA-202603-065535","PH-1D9D5587A1","BK-1D9A57E181","UPI-29FD06DEA0","SIM-B2BB36663F","","","DA-0EFB9BC69F"
"KA-202603-065538","PH-79E85B721C","BK-7B67B786D0","UPI-81F7ACA4BC","SIM-D4EA634C21","","","DA-44915D8E03"
"KA-202603-065541","PH-CFF798449F","BK-4F41A75F25","UPI-C151AB0B10","SIM-EC5EEFF1E1","","","DA-50AA8C1FFE"
"KA-202603-065544","PH-CA38656486","BK-35B4C7A6AF","UPI-FA6F9A45B9","SIM-94D83B2181","","","DA-E89E43584A"
"KA-202603-065547","PH-5E328F66A8","BK-EB019513A1","UPI-5C8AD46861","SIM-7848F4E2CB","","","DA-F3FC168106"
"KA-202603-065550","PH-56D48461B7","BK-823B0CA2DE","UPI-9A79140710","SIM-7C97D26CEB","","","DA-9FA58723DE"
"KA-202603-065553","PH-29A6D20696","BK-87864BC3DE","UPI-A5D38C03E8","SIM-4A2EA47680","","","DA-26BD5BED38"
"KA-202603-065556","PH-F12A987AA5","BK-7E79429119","UPI-E7E8880B1C","SIM-38C74A1142","","","DA-B1E9955D48"
"KA-202603-065559","PH-D7863B4A9C","BK-3771298215","UPI-45F0A69A12","SIM-53760FDEF8","","","DA-A31C70E060"
"KA-202603-065562","PH-AEDBBE6775","BK-52C849367D","UPI-59674B7703","SIM-04088D5FE3","","","DA-BF5F8B749F"
"KA-202603-065565","PH-CB61F748EF","BK-9A9ECE87D7","UPI-7874B4F481","SIM-7E8ABB7346","","","DA-9508D3DE8F"
"KA-202603-065568","PH-BDE41549EF","BK-706E20BCE7","UPI-7FF896CCFA","SIM-DA2E3462BE","","","DA-DC09A27FFA"
"KA-202603-065571","PH-CBB639B6DB","BK-87025B0930","UPI-14A98E1FBA","SIM-52926FF419","","","DA-29D03A4F76"
"KA-202603-065574","PH-C29DA3A0FD","BK-877304883E","UPI-23AA47EB28","SIM-9EE867E4FF","","","DA-8E6986436A"
"KA-202603-065577","PH-500A0E077D","BK-3C4744116D","UPI-2E073252BB","SIM-4AB44534D9","","","DA-F1582A92F5"
"KA-202603-065580","PH-FADEB556B5","BK-337F577666","UPI-6EAD851A9D","SIM-847941DFAA","","","DA-D21CFE4B2F"
"KA-202603-065583","PH-A03236CFC7","BK-9BB6AD82E1","UPI-33AE73CE03","SIM-3682C043CD","","","DA-4FC0F69413"
"KA-202603-065586","PH-A82A4CCFBC","BK-F037CD6DC3","UPI-2EF01B8644","SIM-B559007F22","","","DA-F730149131"
"KA-202603-065589","PH-74DA238726","BK-EF0C14FE2B","UPI-D836A8CE30","SIM-AB4A3B246A","","","DA-E8DE1F5F5F"
"KA-202603-065592","PH-D3A2D04284","BK-7E66537128","UPI-BED9C36AEC","SIM-0D7E192CA9","","","DA-179A574902"
"KA-202603-065595","PH-B0555B82C0","BK-7E94307AD3","UPI-75FEEA07D4","SIM-91D2618B72","","","DA-AE354E885B"
"KA-202603-065598","PH-028C7DD9B1","BK-914D6DAA83","UPI-89FFD1231E","SIM-872D91513E","","","DA-0D8318FE65"
"KA-202603-065601","PH-B7762F3EB5","BK-64AC53E7B4","UPI-347C33DD79","SIM-589D5DDB1B","","","DA-79F28A4557"
"KA-202603-065604","PH-12DDF69096","BK-7558036E22","UPI-A2EA504A6C","SIM-81114A9184","","","DA-E35B7D6006"
"KA-202603-065607","PH-F306ACA8F3","BK-A4BE7CD238","UPI-F3E9DBFF01","SIM-9F9EDC0549","","","DA-8D4F9ABDB6"
"KA-202603-065610","PH-827ED3E539","BK-153ED830D5","UPI-D63A4A5C48","SIM-196F31FC89","","","DA-639137AD11"
"KA-202603-065613","PH-BE407FE915","BK-6EED5349F5","UPI-2FB02C906B","SIM-F767DB98DC","","","DA-295C556AD3"
"KA-202603-065616","PH-60E95A0F81","BK-01566E0E34","UPI-81D5EEB47B","SIM-E0C100F4AF","","","DA-4F14AE97F8"
"KA-202603-065619","PH-2476D65733","BK-A6914AEEFA","UPI-C886FDAE76","SIM-84878395ED","","","DA-8B628A4FF9"
"KA-202603-065622","PH-A563977CF8","BK-AE9C311049","UPI-81F85C8B98","SIM-1614E056D6","","","DA-5747036445"
"KA-202603-065625","PH-A7786546B7","BK-AD884C2735","UPI-3F5BC13592","SIM-5480754E0F","","","DA-8F6AC842A7"
"KA-202603-065628","PH-FB679005F3","BK-CF747D2A2E","UPI-7D23CB2C28","SIM-D834AD124F","","","DA-4158D88D66"
"KA-202603-065631","PH-CEF21BE8D7","BK-0E9D213554","UPI-B460116381","SIM-396A715A86","","","DA-5B788607E6"
"KA-202603-065634","PH-4066F816E5","BK-4DB41F7398","UPI-698C91CA19","SIM-619D90D686","","","DA-7E76F76A11"
"KA-202603-065637","PH-3FA3ED3634","BK-923785FEE3","UPI-E0CCFE91F1","SIM-536F3B1E47","","","DA-A6CDE67266"
"KA-202603-065640","PH-FBAE395B43","BK-A89D311FD2","UPI-3544307F5A","SIM-1E629707F3","","","DA-9D5A9D2DFC"
"KA-202603-065643","PH-EE7D5F15B7","BK-BA54F02DCF","UPI-CC9E3A7473","SIM-8BA699295A","","","DA-CC4DE140B4"
"KA-202603-065646","PH-79CFBF407E","BK-496FCA5780","UPI-7EF3E9A9B0","SIM-E14439A6BF","","","DA-EF95FBA65D"
"KA-202603-065649","PH-19584D66E7","BK-E94C8FDA95","UPI-BCDE4CCD14","SIM-4E36804029","","","DA-C76B6C6E41"
"KA-202603-065652","PH-2B0B95BD5D","BK-7D66A390F3","UPI-36E9EA7E9F","SIM-7C627E7CD3","","","DA-5745753F67"
"KA-202603-065655","PH-8A159B4441","BK-4451E7154C","UPI-24653CA146","SIM-ECA005D2A9","","","DA-1ACE9F2D38"
"KA-202603-065658","PH-8A2132948A","BK-ED4F50C3EB","UPI-048D34D160","SIM-B66258F80F","","","DA-B726807AF8"
"KA-202603-065661","PH-989995757D","BK-89DE83C265","UPI-FFB70D8B55","SIM-B23B46748C","","","DA-56A2AA9BDE"
"KA-202603-065664","PH-B835774F76","BK-4F648DC11D","UPI-3FF8BE6900","SIM-D61601C931","","","DA-50A6704108"
"KA-202603-065667","PH-383C1A5067","BK-45747AAEEB","UPI-D05516C767","SIM-2D966068B6","","","DA-B1FB228DD6"
"KA-202603-065670","PH-B6BA277B46","BK-AF75FFB562","UPI-3179368055","SIM-8821813CDD","","","DA-8D64EBB5A5"
"KA-202603-065673","PH-E46E44A549","BK-CE1478E36D","UPI-F5C36E9AFC","SIM-B31DC3C264","","","DA-519ECA7D4D"
"KA-202603-065676","PH-F5915CDA6A","BK-93B850F48E","UPI-F08F270B81","SIM-7923D1FAEB","","","DA-2277B6B02A"
"KA-202603-065679","PH-FDD20F28DF","BK-B02B341409","UPI-5A1F047F6C","SIM-457F135518","","","DA-EAD165BE49"
"KA-202603-065682","PH-E752CD14FC","BK-04800ED3A5","UPI-301E8B3636","SIM-D454FCB833","","","DA-8B31233DD6"
"KA-202603-065685","PH-603DB52310","BK-D4405DA28C","UPI-B1150C0076","SIM-81AEAC6923","","","DA-826E5215D4"
"KA-202603-065688","PH-3809DC93DB","BK-238D63324A","UPI-272C5D2492","SIM-BF3647C3F2","","","DA-6266BF14FD"
"KA-202603-065691","PH-AAADED9022","BK-C1C3EA0673","UPI-5AD123D0C0","SIM-CE9C7453CB","","","DA-4E8A49B611"
"KA-202603-065694","PH-70E97F14F4","BK-6BC336BE8B","UPI-F177E71E56","SIM-69503F0545","","","DA-24B399DE42"
"KA-202603-065697","PH-15C5E4EE68","BK-8B343823F1","UPI-D514EA0BF0","SIM-D60E3C2E73","","","DA-B1CEC0DA5B"
"KA-202603-065700","PH-797ADECBD3","BK-A1AEA41166","UPI-4CD8933764","SIM-7A66347FCB","","","DA-AE51E2B34E"
"KA-202603-065703","PH-768B9B0E7B","BK-41BE2FE3D6","UPI-73D2105313","SIM-DCD8215A4A","","","DA-3A41E2820E"
"KA-202603-065706","PH-875276714F","BK-197B999E7D","UPI-A75567D0CD","SIM-9326342C87","","","DA-9C14060D11"
"KA-202603-065709","PH-A0DC8EB88C","BK-87D2AAD460","UPI-390BA1B851","SIM-DB8B0D6B63","","","DA-2CFE2F8368"
"KA-202603-065712","PH-0FB05F02F6","BK-3F823DBE2A","UPI-0D3C0B76FC","SIM-FEF6BA2634","","","DA-BE6EA55135"
"KA-202603-065715","PH-93BE6FE2AB","BK-26DCA27CEC","UPI-301A79F037","SIM-A2267954CF","","","DA-A49FDA02B5"
"KA-202603-065718","PH-8B976681C2","BK-EC7AA28E95","UPI-F2D7A6E45A","SIM-24EFD4918E","","","DA-D98AACAAB7"
"KA-202603-065721","PH-87F2476C39","BK-7A81D715DA","UPI-665043C4E4","SIM-1905665F8D","","","DA-861FBD18D3"
"KA-202603-065724","PH-AB1122D668","BK-FBB50ECDE9","UPI-11A4395DEB","SIM-D22821C1F5","","","DA-C672CBFE28"
"KA-202603-065727","PH-C858129297","BK-4E3D37EB75","UPI-8F5FAD554A","SIM-2252819F36","","","DA-610A4DB4A1"
"KA-202603-065730","PH-2876ADC26D","BK-7EA824D46A","UPI-180FC711B2","SIM-E1D9B663C1","","","DA-66F9BDA35F"
"KA-202603-065733","PH-6685B3EB8B","BK-280B920205","UPI-8ADCE8048E","SIM-1E4034A18A","","","DA-773FE3C045"
"KA-202603-065736","PH-61E0E1E475","BK-DCE11284F2","UPI-D84F47A59B","SIM-5BEF5354AA","","","DA-E24AE685FD"
"KA-202603-065739","PH-DC632FD5E8","BK-96C768E34D","UPI-36BC9FA63D","SIM-47BDF8A50E","","","DA-44FB7A4E64"
